fk_moneda,fk_plan,fk_fpagp,fuma,sexo,edad,Suma Aseg ,Reserva,Prima,pzoseg,pzopago,suma retenida 
2,2,1,N,F,37,"300,000.00","2,878.45",675,22,22,0
2,2,4,N,F,41,"6,615,545.00",691.35,"10,246.40",1,1,2500000
2,1,1,N,M,45,"831,215.00","320,902.05","47,897.15",99,10,"498,729.00"
2,3,1,N,M,45,"750,000.00","259,255.60","23,700.00",20,20,"750,000.00"
2,2,1,N,M,45,"750,000.00","259,255.60","23,700.00",20,20,"450,000.00"
2,1,2,N,M,55,"1,250,000.00","87,472.10","17,450.00",99,20,"500,000.00"
2,1,1,N,M,51,"1,500,000.00","206,978.70","43,765.00",99,99,"900,000.00"
2,2,4,N,F,32,"6,615,545.00",791.95,"10,246.40",1,1,2500000
2,2,4,N,F,55,"2,646,215.00",901.6,"21,678.00",1,1,"1,323,107.50"
2,1,1,N,F,46,"2,500,000.00","303,714.00","46,792.00",99,99,"1,250,000.00"
2,2,2,N,F,46,"375,000.00","3,927.55",633.75,22,22,0
2,2,2,N,M,55,"1,000,000.00","89,366.85","32,640.00",20,20,"600,000.00"
2,3,3,N,M,43,"1,750,000.00","633,577.50","83,470.00",15,15,"1,750,000.00"
2,2,3,N,M,43,"1,750,000.00","633,577.50","83,470.00",15,15,"700,000.00"
2,2,1,N,M,24,"250,000.00","11,273.00","2,910.00",25,25,0
2,2,1,N,F,27,"250,000.00","8,973.60","2,417.50",25,25,0
2,3,1,S,M,43,"500,000.00","172,156.30","15,585.50",20,20,"500,000.00"
2,2,1,S,M,43,"500,000.00","172,156.30","15,585.50",20,20,"200,000.00"
2,2,4,N,M,56,"1,984,665.00","1,567.70","25,012.30",1,1,"793,866.00"
2,2,2,N,M,44,"2,500,000.00","64,915.55","23,753.75",20,20,"1,250,000.00"
2,2,1,N,M,49,"300,000.00","3,119.65",783,18,18,0
2,2,4,N,M,39,"6,615,545.00",819,"10,246.40",1,1,2500000
2,2,4,N,F,46,"6,615,545.00","1,065.90","16,597.30",1,1,2500000
2,3,1,N,M,32,"250,000.00","61,294.10","8,655.00",20,20,250000
2,2,1,N,M,32,"250,000.00","61,294.10","8,655.00",20,20,0
2,2,1,N,F,40,"500,000.00","4,142.05","1,641.15",20,20,"200,000.00"
2,2,4,N,M,49,"3,307,770.00",573.95,"8,658.65",1,1,"1,653,885.00"
2,2,1,N,F,30,"500,000.00","4,797.40","1,784.50",20,20,"300,000.00"
2,3,1,N,F,41,"1,000,000.00","63,323.30","11,020.00",65,65,"1,000,000.00"
2,2,1,N,F,41,"1,000,000.00","63,323.30","11,020.00",65,65,"600,000.00"
2,2,4,S,M,40,"4,995,365.00",425.45,"18,103.85",1,1,"2,497,682.50"
2,1,1,N,F,31,"500,000.00","53,344.15","10,505.00",99,99,"300,000.00"
2,2,1,N,M,34,"5,000,000.00","345,162.95","124,395.00",20,20,"2,500,000.00"
2,2,4,N,M,51,"6,660,490.00","1,952.90","82,244.40",1,1,2500000
2,3,1,S,M,53,"1,073,500.00","178,255.60","33,447.35",25,25,"1,073,500.00"
2,2,1,S,M,53,"1,073,500.00","178,255.60","33,447.35",25,25,"429,400.00"
2,2,1,N,M,43,"500,000.00","50,437.20","23,860.00",20,20,"200,000.00"
2,2,1,N,F,38,"1,881,025.00","5,255.55","19,418.30",5,5,"1,128,615.00"
2,2,1,N,M,47,"15,000,000.00","106,985.30","40,110.00",20,20,2500000
2,2,1,N,M,34,"1,000,000.00","8,325.65","6,390.00",20,20,"400,000.00"
2,3,1,N,M,36,"1,650,000.00","132,735.70","22,075.50",55,55,"1,650,000.00"
2,2,1,N,M,36,"1,650,000.00","132,735.70","22,075.50",55,55,"990,000.00"
2,2,4,N,M,46,"3,330,240.00",86.55,"12,309.25",1,1,"1,665,120.00"
2,1,3,N,F,40,"500,000.00","61,297.20","8,564.75",99,99,"200,000.00"
2,1,2,N,M,41,"750,000.00","85,934.35","20,992.50",99,20,"450,000.00"
2,2,1,N,M,37,"450,000.00","3,069.50",904.5,18,18,0
2,3,2,N,M,30,"500,000.00","129,828.95","16,711.25",20,20,"500,000.00"
2,2,2,N,M,30,"500,000.00","129,828.95","16,711.25",20,20,"300,000.00"
2,2,1,N,F,40,"720,000.00","12,929.85","6,064.80",20,20,"288,000.00"
2,3,3,N,F,40,"570,000.00","184,068.75","23,500.50",18,18,"570,000.00"
2,2,3,N,F,40,"570,000.00","184,068.75","23,500.50",18,18,"342,000.00"
2,3,1,N,F,54,"500,000.00","149,079.10","18,350.00",20,20,"500,000.00"
2,2,1,N,F,54,"500,000.00","149,079.10","18,350.00",20,20,"200,000.00"
2,3,3,N,M,58,"500,000.00","173,898.20","16,547.50",20,20,"500,000.00"
2,2,3,N,M,58,"500,000.00","173,898.20","16,547.50",20,20,"300,000.00"
2,2,1,N,F,34,"500,000.00","2,735.75",790,18,18,"300,000.00"
2,2,3,N,M,50,"500,000.00",778.6,"1,550.00",18,18,"200,000.00"
2,2,4,N,M,40,"5,328,390.00",616.45,"13,508.15",1,1,2500000
2,2,3,N,F,38,"500,000.00","1,375.35","1,455.00",18,18,"300,000.00"
2,1,3,N,M,46,"2,875,000.00","69,378.50","16,057.55",99,99,"1,437,500.00"
2,2,1,N,M,43,"5,000,000.00","69,841.85","15,950.00",20,20,"2,500,000.00"
2,2,1,N,F,58,"600,000.00","45,988.75","7,254.00",18,18,"240,000.00"
2,3,3,N,F,38,"250,000.00","130,134.85","13,235.00",22,22,250000
2,2,3,N,F,38,"250,000.00","130,134.85","13,235.00",22,22,0
2,2,2,N,M,47,"250,000.00","3,471.35",652.5,18,18,0
2,1,1,N,F,34,"2,000,000.00","102,794.95","25,140.00",99,99,"800,000.00"
2,2,1,S,F,33,"2,000,000.00","142,397.30","49,980.00",20,20,"1,200,000.00"
2,2,2,N,M,48,"250,000.00","14,461.45","2,182.50",75,75,0
2,3,1,N,M,32,"500,000.00","130,299.95","15,314.50",20,20,"500,000.00"
2,2,1,N,M,32,"500,000.00","130,299.95","15,314.50",20,20,"300,000.00"
2,1,2,N,F,39,"250,000.00","13,930.80","2,810.00",99,99,0
2,2,3,S,M,36,"435,030.00","20,236.15","7,365.05",19,19,0
2,2,1,N,M,55,"5,000,000.00","46,905.35","25,530.00",20,20,"2,500,000.00"
2,1,2,S,M,44,"1,750,000.00","190,470.75","37,645.00",99,99,"1,050,000.00"
2,2,1,N,M,43,"1,022,105.00",622.4,"3,270.75",14,14,"408,842.00"
2,1,2,N,M,47,"750,000.00","88,482.70","12,149.15",99,99,"300,000.00"
2,2,4,N,M,52,"6,660,490.00","1,464.70","35,088.15",1,1,2500000
2,3,1,N,M,39,"375,000.00","90,915.60","13,302.90",20,20,375000
2,2,1,N,M,39,"375,000.00","90,915.60","13,302.90",20,20,0
2,3,2,N,M,35,"250,000.00","77,283.90","7,580.00",60,60,250000
2,2,2,N,M,35,"250,000.00","77,283.90","7,580.00",60,60,0
2,3,1,N,M,45,"2,500,000.00","856,521.50","108,538.75",20,20,"2,500,000.00"
2,2,1,N,M,45,"2,500,000.00","856,521.50","108,538.75",20,20,"1,250,000.00"
2,2,2,N,M,56,"5,000,000.00","80,892.45","18,400.00",20,20,"2,500,000.00"
2,3,1,N,M,49,"250,000.00","65,073.30","8,610.00",20,20,250000
2,2,1,N,M,49,"250,000.00","65,073.30","8,610.00",20,20,0
2,2,4,N,M,28,"1,332,095.00","1,791.50","40,523.00",1,1,"799,257.00"
2,1,1,N,M,24,"2,500,000.00","250,724.50","41,398.75",99,99,"1,250,000.00"
2,2,4,N,M,34,"6,660,490.00","2,975.50","53,471.10",1,1,2500000
2,2,1,N,M,40,"500,000.00","2,804.30","1,365.00",18,18,"200,000.00"
2,2,1,N,M,47,"500,000.00","21,349.95","11,985.00",20,20,"200,000.00"
2,2,1,N,M,45,"1,000,000.00","11,005.70","5,890.00",20,20,"600,000.00"
2,2,4,N,M,51,"6,660,490.00","3,434.40","53,471.10",1,1,2500000
2,2,2,S,M,32,"3,600,000.00","102,283.80","60,116.00",11,11,"1,800,000.00"
2,3,1,N,M,26,"900,000.00","255,755.05","32,006.00",18,18,"900,000.00"
2,2,1,N,M,26,"900,000.00","255,755.05","32,006.00",18,18,"540,000.00"
2,2,1,S,M,56,"500,000.00","11,632.15","6,600.00",20,20,"200,000.00"
2,3,1,S,F,53,"500,000.00","60,046.35","12,810.00",65,65,"500,000.00"
2,2,1,S,F,53,"500,000.00","60,046.35","12,810.00",65,65,"200,000.00"
2,3,1,N,M,26,"850,000.00","362,785.95","42,417.50",18,18,"850,000.00"
2,2,1,N,M,26,"850,000.00","362,785.95","42,417.50",18,18,"510,000.00"
2,1,1,S,M,32,"250,000.00","28,539.90","2,975.00",99,99,0
2,2,2,N,M,41,"2,500,000.00","108,038.50","33,798.75",20,20,"1,250,000.00"
2,2,1,N,F,46,"1,000,000.00","6,429.80","4,660.00",20,20,"400,000.00"
2,2,4,N,M,44,"1,331,710.00",764.45,"11,267.15",1,1,"799,026.00"
2,1,1,N,F,55,"3,750,000.00","623,809.45","105,686.90",99,99,"1,875,000.00"
2,1,1,N,F,38,"6,000,000.00","998,095.10","163,972.00",99,99,2500000
2,3,3,N,M,48,"500,000.00","52,329.80","6,744.40",60,60,"500,000.00"
2,2,3,N,M,48,"500,000.00","52,329.80","6,744.40",60,60,"300,000.00"
2,2,3,N,F,54,"375,000.00","2,063.95",915,18,18,0
2,1,1,N,M,50,"2,500,000.00","144,926.60","25,558.75",99,99,"1,250,000.00"
2,2,4,N,M,50,"3,329,275.00",468.65,"8,710.25",1,1,"1,664,637.50"
2,3,3,N,M,32,"1,500,000.00","543,475.75","73,365.00",15,15,"1,500,000.00"
2,2,3,N,M,32,"1,500,000.00","543,475.75","73,365.00",15,15,"900,000.00"
2,3,3,N,M,49,"1,750,000.00","633,389.20","84,520.00",15,15,"1,750,000.00"
2,2,3,N,M,49,"1,750,000.00","633,389.20","84,520.00",15,15,"1,050,000.00"
2,2,4,N,M,48,"3,329,275.00",504.65,"8,710.25",1,1,"1,664,637.50"
2,1,1,N,M,50,"1,750,000.00","109,424.70","17,502.50",99,99,"1,050,000.00"
2,2,4,N,M,52,"3,329,275.00","1,101.75","17,899.05",1,1,"1,664,637.50"
2,2,2,N,M,51,"2,000,000.00","48,719.50","18,173.00",20,20,"800,000.00"
2,2,2,N,M,51,"250,000.00",557.95,537.5,18,18,0
2,3,3,N,M,49,"625,000.00","239,009.75","19,952.70",20,20,"625,000.00"
2,2,3,N,M,49,"625,000.00","239,009.75","19,952.70",20,20,"375,000.00"
2,2,2,N,M,58,"2,000,000.00","32,683.00","17,800.00",20,20,"800,000.00"
2,1,3,S,M,36,"350,000.00","59,185.15","7,034.50",99,20,0
2,2,1,N,M,52,"250,000.00","2,520.65",652.5,18,18,0
2,2,2,N,M,45,"4,370,880.00","7,848.25","39,327.30",1,1,"2,185,440.00"
2,3,3,N,M,54,"750,000.00","271,327.45","23,250.00",20,20,"750,000.00"
2,2,3,N,M,54,"750,000.00","271,327.45","23,250.00",20,20,"300,000.00"
2,1,2,N,M,50,"1,137,460.00","5,643.60","6,397.50",99,99,"454,984.00"
2,3,2,N,M,39,"250,000.00","82,619.55","8,780.00",20,20,250000
2,2,2,N,M,39,"250,000.00","82,619.55","8,780.00",20,20,0
2,2,3,N,M,30,"425,000.00","1,185.10","1,891.25",22,22,0
2,3,1,S,M,41,"300,000.00","92,722.60","13,033.55",60,60,300000
2,2,1,S,M,41,"300,000.00","92,722.60","13,033.55",60,60,0
2,1,1,N,M,33,"500,000.00","57,611.55","8,795.00",99,17,"300,000.00"
2,2,2,N,M,24,"525,000.00","2,948.15","1,212.75",18,18,"315,000.00"
2,2,4,N,M,40,"6,658,560.00",14.15,"16,700.55",1,1,2500000
2,3,4,N,F,50,"400,000.00","172,784.20","21,020.00",18,18,400000
2,2,4,N,F,50,"400,000.00","172,784.20","21,020.00",18,18,0
2,2,3,N,F,53,"427,500.00","5,279.75","2,030.65",22,22,0
2,3,1,N,M,49,"500,000.00","191,608.05","15,525.40",20,20,"500,000.00"
2,2,1,N,M,49,"500,000.00","191,608.05","15,525.40",20,20,"300,000.00"
2,1,2,N,M,55,"2,274,915.00","14,436.55","11,535.00",99,99,"909,966.00"
2,2,2,N,M,42,"8,000,000.00","120,732.90","60,180.00",20,20,2500000
2,3,1,N,M,36,"500,000.00","365,018.15","41,955.00",22,22,"500,000.00"
2,2,1,N,M,36,"500,000.00","365,018.15","41,955.00",22,22,"300,000.00"
2,2,3,N,F,38,"427,500.00","4,585.75","2,180.25",22,22,0
2,1,1,N,M,39,"625,000.00","41,113.85","4,643.95",99,99,"375,000.00"
2,3,1,N,F,27,"500,000.00","422,206.55","48,710.00",22,22,"500,000.00"
2,2,1,N,F,27,"500,000.00","422,206.55","48,710.00",22,22,"300,000.00"
2,3,1,N,M,33,"500,000.00","422,206.55","48,710.00",22,22,"500,000.00"
2,2,1,N,M,33,"500,000.00","422,206.55","48,710.00",22,22,"200,000.00"
2,3,1,N,M,53,"500,000.00","365,018.15","41,955.00",22,22,"500,000.00"
2,2,1,N,M,53,"500,000.00","365,018.15","41,955.00",22,22,"300,000.00"
2,2,2,N,M,54,"500,000.00","29,313.95","7,709.15",20,20,"300,000.00"
2,3,1,N,M,46,"500,000.00","496,854.10","57,915.00",22,22,"500,000.00"
2,2,1,N,M,46,"500,000.00","496,854.10","57,915.00",22,22,"300,000.00"
2,3,1,N,M,41,"500,000.00","319,828.55","36,800.00",22,22,"500,000.00"
2,2,1,N,M,41,"500,000.00","319,828.55","36,800.00",22,22,"200,000.00"
2,2,1,N,M,35,"502,075.00","13,453.65","5,522.85",19,19,"200,830.00"
2,2,1,N,M,32,"500,000.00","7,806.90","5,125.00",20,20,"200,000.00"
2,2,4,N,M,54,"3,319,020.00",769.85,"17,846.15",1,1,"1,659,510.00"
2,2,4,N,F,38,"2,655,210.00",201.2,"4,543.50",1,1,"1,327,605.00"
2,2,2,N,M,36,"500,000.00","16,207.40","4,309.75",20,20,"200,000.00"
2,3,2,N,M,46,"2,450,000.00","443,188.25","67,182.05",55,55,"2,450,000.00"
2,2,2,N,M,46,"2,450,000.00","443,188.25","67,182.05",55,55,"1,470,000.00"
2,1,1,S,M,32,"400,000.00","31,450.85","4,196.90",99,99,0
2,3,1,N,F,37,"275,000.00","270,338.90","35,222.75",18,18,275000
2,2,1,N,F,37,"275,000.00","270,338.90","35,222.75",18,18,0
2,3,1,N,F,48,"500,000.00","122,092.25","15,758.50",20,20,"500,000.00"
2,2,1,N,F,48,"500,000.00","122,092.25","15,758.50",20,20,"200,000.00"
2,2,4,N,M,47,"5,783,315.00",668.6,"64,129.65",1,1,2500000
2,1,2,N,F,48,"1,000,000.00","85,302.35","13,950.00",99,25,"600,000.00"
2,3,2,N,M,35,"300,000.00","77,889.30","10,072.40",20,20,300000
2,2,2,N,M,35,"300,000.00","77,889.30","10,072.40",20,20,0
2,2,3,N,M,30,"500,000.00","35,680.00","7,185.00",18,18,"300,000.00"
2,1,1,N,M,44,"1,000,000.00","107,115.15","17,870.30",99,99,"400,000.00"
2,3,2,N,F,47,"1,000,000.00","299,715.35","31,200.00",20,20,"1,000,000.00"
2,2,2,N,F,47,"1,000,000.00","299,715.35","31,200.00",20,20,"600,000.00"
2,1,2,S,M,33,"1,750,000.00","100,667.35","16,102.50",99,99,"1,050,000.00"
2,2,1,N,F,32,"250,000.00","2,641.45",690,18,18,0
2,2,1,N,M,55,"300,000.00","3,256.40",783,18,18,0
2,1,1,N,M,41,"1,000,000.00","96,890.35","14,720.00",99,99,"600,000.00"
2,2,4,N,F,52,"3,982,815.00","1,152.95","32,263.90",1,1,"1,991,407.50"
2,3,1,N,M,46,"250,000.00","90,746.20","13,477.50",15,15,250000
2,2,1,N,M,46,"250,000.00","90,746.20","13,477.50",15,15,0
2,2,3,N,M,43,"500,000.00","23,154.45","9,745.00",20,20,"300,000.00"
2,3,1,N,M,41,"475,000.00","292,591.10","33,734.75",18,18,475000
2,2,1,N,M,41,"475,000.00","292,591.10","33,734.75",18,18,0
2,2,4,N,M,40,"6,638,030.00",470.6,"10,278.75",1,1,2500000
2,3,1,N,F,35,"725,000.00","277,424.35","33,327.25",18,18,"725,000.00"
2,2,1,N,F,35,"725,000.00","277,424.35","33,327.25",18,18,"435,000.00"
2,2,4,N,F,47,"3,319,020.00",425.9,"12,270.20",1,1,"1,659,510.00"
2,2,3,S,M,45,"2,500,000.00","85,296.55","27,742.50",20,20,"1,250,000.00"
2,2,4,S,F,37,"4,646,625.00",762.2,"11,871.90",1,1,"2,323,312.50"
2,1,1,S,M,36,"300,000.00","24,490.35","4,309.70",99,99,0
2,2,4,S,M,44,"4,646,625.00","1,598.05","24,696.60",1,1,"2,323,312.50"
2,3,4,N,F,28,"1,450,000.00","552,778.25","64,654.50",18,18,"1,450,000.00"
2,2,4,N,F,28,"1,450,000.00","552,778.25","64,654.50",18,18,"870,000.00"
2,1,4,S,M,43,"250,000.00","21,206.55","2,892.50",99,99,0
2,3,4,N,M,45,"1,325,000.00","455,430.70","54,271.25",18,18,"1,325,000.00"
2,2,4,N,M,45,"1,325,000.00","455,430.70","54,271.25",18,18,"530,000.00"
2,1,2,N,F,50,"300,000.00","31,787.60","6,301.85",99,99,0
2,2,3,N,M,40,"410,170.00","11,013.40","13,465.90",14,14,0
2,2,1,S,M,46,"500,000.00","2,395.90","4,400.00",1,1,"300,000.00"
2,2,2,S,M,36,"250,000.00","5,599.90","1,930.00",20,20,0
2,3,2,S,M,39,"250,000.00","59,846.95","7,480.00",25,25,250000
2,2,2,S,M,39,"250,000.00","59,846.95","7,480.00",25,25,0
2,3,1,N,F,28,"250,000.00","84,971.55","9,977.50",18,18,250000
2,2,1,N,F,28,"250,000.00","84,971.55","9,977.50",18,18,0
2,2,4,N,M,31,"1,000,000.00","13,177.15","2,920.00",18,18,"600,000.00"
2,2,2,N,F,46,"750,000.00","10,129.30","2,070.00",18,18,"450,000.00"
2,2,2,N,F,50,"250,000.00","2,174.95",527.5,18,18,0
2,2,2,N,M,38,"250,000.00","3,553.05","1,427.50",20,20,0
2,2,2,N,M,33,"250,000.00","3,286.60","1,345.00",20,20,0
2,1,2,N,M,56,"1,600,000.00","68,230.95","11,032.00",99,99,"960,000.00"
2,2,1,S,F,55,"1,500,000.00","21,545.65","10,375.00",20,20,"600,000.00"
2,3,1,N,M,48,"250,000.00","77,163.30","8,970.00",65,65,250000
2,2,1,N,M,48,"250,000.00","77,163.30","8,970.00",65,65,0
2,3,3,N,M,50,"480,000.00","79,875.30","10,398.70",60,60,480000
2,2,3,N,M,50,"480,000.00","79,875.30","10,398.70",60,60,0
2,3,3,N,M,55,"1,258,475.00","369,049.25","40,000.15",20,20,"1,258,475.00"
2,2,3,N,M,55,"1,258,475.00","369,049.25","40,000.15",20,20,"755,085.00"
2,2,4,N,M,53,"6,605,195.00",997.3,"81,567.60",1,1,2500000
2,2,4,N,F,37,"1,991,415.00",142.35,"7,650.10",1,1,"796,566.00"
2,3,4,N,M,32,"250,000.00","62,777.75","6,562.50",25,25,250000
2,2,4,N,M,32,"250,000.00","62,777.75","6,562.50",25,25,0
2,3,1,N,F,36,"750,000.00","224,486.80","26,035.00",20,20,"750,000.00"
2,2,1,N,F,36,"750,000.00","224,486.80","26,035.00",20,20,"300,000.00"
2,3,4,N,M,25,"375,000.00","178,774.95","21,762.50",18,18,375000
2,2,4,N,M,25,"375,000.00","178,774.95","21,762.50",18,18,0
2,3,4,N,F,47,"375,000.00","230,092.05","27,053.75",18,18,375000
2,2,4,N,F,47,"375,000.00","230,092.05","27,053.75",18,18,0
2,3,2,S,F,44,"250,000.00","64,813.40","9,050.00",20,20,250000
2,2,2,S,F,44,"250,000.00","64,813.40","9,050.00",20,20,0
2,1,2,N,M,35,"500,000.00","92,167.10","15,391.25",99,99,"200,000.00"
2,2,2,N,M,43,"250,000.00","10,649.85","3,402.50",20,20,0
2,3,1,N,F,42,"1,750,000.00","628,311.30","82,437.50",15,15,"1,750,000.00"
2,2,1,N,F,42,"1,750,000.00","628,311.30","82,437.50",15,15,"700,000.00"
2,2,4,N,F,51,"6,605,195.00",228.1,"10,231.50",1,1,2500000
2,1,3,N,M,40,"375,000.00","46,502.55","10,285.45",99,99,0
2,1,2,N,M,45,"1,000,000.00","57,512.85","13,320.00",99,99,"600,000.00"
2,2,4,N,F,30,"429,125.00","4,255.10","1,913.90",17,17,0
2,3,3,S,M,33,"300,000.00","98,909.15","9,867.85",20,20,300000
2,2,3,S,M,33,"300,000.00","98,909.15","9,867.85",20,20,0
2,2,4,N,F,31,"3,302,605.00",261.95,"5,475.75",1,1,"1,651,302.50"
2,1,1,N,M,37,"500,000.00","125,391.65","14,130.00",99,10,"300,000.00"
2,2,2,S,M,44,"250,000.00","4,812.90","1,707.50",20,20,0
2,1,2,N,F,31,"750,000.00","72,085.75","15,962.50",99,99,"450,000.00"
2,3,1,N,M,40,"500,000.00","122,103.80","15,314.50",20,20,"500,000.00"
2,2,1,N,M,40,"500,000.00","122,103.80","15,314.50",20,20,"200,000.00"
2,3,2,N,M,26,"600,000.00","251,997.75","38,694.00",13,13,"600,000.00"
2,2,2,N,M,26,"600,000.00","251,997.75","38,694.00",13,13,"360,000.00"
2,3,1,N,M,32,"250,000.00","80,108.90","9,210.00",18,18,250000
2,2,1,N,M,32,"250,000.00","80,108.90","9,210.00",18,18,0
2,2,4,N,M,55,"6,605,195.00",564.45,"16,572.45",1,1,2500000
2,3,2,N,M,47,"905,000.00","263,558.40","37,978.30",20,20,"905,000.00"
2,2,2,N,M,47,"905,000.00","263,558.40","37,978.30",20,20,"362,000.00"
2,2,1,N,F,54,"1,000,000.00","1,431.60","5,470.00",10,10,"400,000.00"
2,3,2,N,M,30,"500,000.00","75,052.00","10,320.00",65,65,"500,000.00"
2,2,2,N,M,30,"500,000.00","75,052.00","10,320.00",65,65,"300,000.00"
2,1,1,N,M,41,"500,000.00","26,794.45","8,705.00",99,99,"300,000.00"
2,2,4,N,M,35,"400,000.00","2,870.85",844,18,18,0
2,2,2,N,M,45,"450,000.00","1,501.40",657,18,18,0
2,2,2,N,M,55,"450,000.00","2,580.85",711,18,18,0
2,2,2,N,M,50,"519,500.00","7,853.80","3,220.90",19,19,"207,800.00"
2,1,1,S,M,41,"500,000.00","38,173.65","6,342.00",99,99,"300,000.00"
2,2,2,N,M,29,"1,500,000.00","51,327.80","17,890.00",20,20,"900,000.00"
2,1,1,N,M,34,"2,500,000.00","140,322.45","16,011.25",99,99,"1,250,000.00"
2,1,1,N,M,53,"500,000.00","47,093.50","16,000.00",99,99,"300,000.00"
2,3,3,N,F,31,"1,600,000.00","338,410.50","54,412.00",20,20,"1,600,000.00"
2,2,3,N,F,31,"1,600,000.00","338,410.50","54,412.00",20,20,"960,000.00"
2,2,2,N,M,50,"1,000,000.00","80,635.40","31,180.00",20,20,"400,000.00"
2,2,3,N,M,30,"500,000.00","54,006.20","27,155.00",20,20,"200,000.00"
2,2,1,N,M,42,"3,000,000.00","110,828.05","16,410.00",22,22,"1,500,000.00"
2,1,1,N,M,49,"2,500,000.00","193,418.45","27,790.00",99,99,"1,250,000.00"
2,1,1,N,M,48,"2,500,000.00","210,081.65","28,812.50",99,99,"1,250,000.00"
2,2,1,N,F,29,"401,660.00","3,625.30","1,317.45",19,19,0
2,3,1,N,F,35,"2,500,000.00","799,240.95","90,300.00",18,18,"2,500,000.00"
2,2,1,N,F,35,"2,500,000.00","799,240.95","90,300.00",18,18,"1,250,000.00"
2,2,3,N,M,30,"650,000.00","20,304.35","3,433.80",65,65,"260,000.00"
2,3,2,N,M,28,"250,000.00","116,002.10","9,977.50",18,18,250000
2,2,2,N,M,28,"250,000.00","116,002.10","9,977.50",18,18,0
2,3,1,N,M,42,"250,000.00","117,934.50","9,977.50",18,18,250000
2,2,1,N,M,42,"250,000.00","117,934.50","9,977.50",18,18,0
2,3,1,N,M,53,"1,000,000.00","346,322.95","30,283.80",20,20,"1,000,000.00"
2,2,1,N,M,53,"1,000,000.00","346,322.95","30,283.80",20,20,"600,000.00"
2,1,2,N,F,35,"5,000,000.00","312,596.60","47,350.00",99,99,"2,500,000.00"
2,1,1,N,F,43,"500,000.00","63,806.30","14,810.00",99,99,"200,000.00"
2,3,1,N,M,50,"500,000.00","166,827.00","16,094.25",20,20,"500,000.00"
2,2,1,N,M,50,"500,000.00","166,827.00","16,094.25",20,20,"300,000.00"
2,3,1,N,F,35,"250,000.00","128,757.00","10,862.50",18,18,250000
2,2,1,N,F,35,"250,000.00","128,757.00","10,862.50",18,18,0
2,3,3,N,F,37,"1,000,000.00","358,764.45","47,880.00",15,15,"1,000,000.00"
2,2,3,N,F,37,"1,000,000.00","358,764.45","47,880.00",15,15,"400,000.00"
2,3,3,N,M,33,"500,000.00","92,977.25","11,170.50",25,25,"500,000.00"
2,2,3,N,M,33,"500,000.00","92,977.25","11,170.50",25,25,"200,000.00"
2,2,1,N,M,49,"1,000,000.00","30,382.10","11,990.00",20,20,"400,000.00"
2,2,1,N,M,52,"1,000,000.00","4,139.60","3,070.00",20,20,"400,000.00"
2,1,1,N,M,42,"524,995.00","41,654.45","5,453.70",99,99,"314,997.00"
2,2,1,N,M,48,"1,650,000.00","20,105.70","7,837.50",22,22,"660,000.00"
2,2,4,S,M,56,"6,605,195.00","1,190.30","34,802.80",1,1,2500000
2,1,1,N,F,51,"500,000.00","114,058.35","18,285.00",99,10,"300,000.00"
2,3,2,N,F,58,"250,000.00","88,071.65","16,832.50",15,15,250000
2,2,2,N,F,58,"250,000.00","88,071.65","16,832.50",15,15,0
2,3,2,N,M,30,"500,000.00","157,570.45","17,590.00",20,20,"500,000.00"
2,2,2,N,M,30,"500,000.00","157,570.45","17,590.00",20,20,"300,000.00"
2,1,1,N,M,49,"2,000,000.00","288,316.30","64,820.60",99,99,"800,000.00"
2,2,4,N,M,31,"1,321,035.00",239,"11,182.60",1,1,"528,414.00"
2,3,4,N,M,52,"250,000.00","42,456.90","4,732.50",60,60,250000
2,2,4,N,M,52,"250,000.00","42,456.90","4,732.50",60,60,0
2,3,2,N,M,43,"575,000.00","162,541.05","12,886.80",25,25,"575,000.00"
2,2,2,N,M,43,"575,000.00","162,541.05","12,886.80",25,25,"345,000.00"
2,3,1,N,F,31,"500,000.00","172,323.25","17,200.00",20,20,"500,000.00"
2,2,1,N,F,31,"500,000.00","172,323.25","17,200.00",20,20,"200,000.00"
2,1,2,N,M,41,"252,385.00","18,020.75","3,599.00",99,18,0
2,1,4,S,M,31,"1,500,000.00","184,810.00","37,510.00",99,99,"600,000.00"
2,3,2,S,M,39,"250,000.00","85,115.80","21,350.00",15,15,250000
2,2,2,S,M,39,"250,000.00","85,115.80","21,350.00",15,15,0
2,2,4,N,M,33,"6,605,195.00","2,165.10","34,802.80",1,1,2500000
2,2,1,N,F,35,"750,000.00","6,504.70","3,645.00",20,20,"300,000.00"
2,2,1,N,F,49,"2,500,000.00","9,124.90","8,196.25",20,20,"1,250,000.00"
2,2,2,S,M,30,"500,000.00","7,198.90","2,339.50",20,20,"200,000.00"
2,2,4,N,F,46,"6,605,195.00",826.7,"16,572.45",1,1,2500000
2,3,3,N,F,57,"500,000.00","154,474.50","17,200.00",20,20,"500,000.00"
2,2,3,N,F,57,"500,000.00","154,474.50","17,200.00",20,20,"300,000.00"
2,2,2,N,M,42,"250,000.00","3,137.30",652.5,18,18,0
2,2,1,S,M,41,"1,500,000.00","10,495.75","4,965.00",20,20,"900,000.00"
2,2,2,N,F,44,"1,500,000.00","27,195.90","11,710.00",20,20,"900,000.00"
2,1,1,N,M,38,"1,250,000.00","109,958.45","14,350.65",99,99,"750,000.00"
